dataset,year,treatment,tiller,N,Nmax,lmax,wmax,w(0),w(0.02),w(0.04),w(0.06),w(0.08),w(0.1),w(0.12),w(0.14),w(0.16),w(0.18),w(0.2),w(0.22),w(0.24),w(0.26),w(0.28),w(0.3),w(0.32),w(0.34),w(0.36),w(0.38),w(0.4),w(0.42),w(0.44),w(0.46),w(0.48),w(0.5),w(0.52),w(0.54),w(0.56),w(0.58),w(0.6),w(0.62),w(0.64),w(0.66),w(0.68),w(0.7),w(0.72),w(0.74),w(0.76),w(0.78),w(0.8),w(0.82),w(0.84),w(0.86),w(0.88),w(0.9),w(0.92),w(0.94),w(0.96),w(0.98),w(1)
Barley II,2004,1,0,7,8,20.8584,1.1749,0.059592,0.044031,0.065796,0.11309,0.14199,0.16239,0.19451,0.24773,0.26667,0.28213,0.33321,0.35387,0.39035,0.41962,0.42998,0.46037,0.50042,0.52822,0.55656,0.58769,0.60303,0.63073,0.6665,0.68986,0.70955,0.72465,0.75082,0.77217,0.7993,0.82149,0.83322,0.85317,0.87024,0.8833,0.89912,0.9056,0.91792,0.93164,0.94477,0.96042,0.97214,0.97235,0.98779,0.99212,0.98777,0.99391,0.99838,0.98938,0.96709,0.93893,0.74532
Barley II,2004,1,0,7,9,21.9913,1.1708,0.052608,0.054771,0.089693,0.11226,0.14503,0.1626,0.18891,0.22519,0.25977,0.28726,0.32819,0.34442,0.3687,0.39617,0.43864,0.47202,0.50959,0.52025,0.54614,0.57353,0.59352,0.6415,0.65436,0.67555,0.70337,0.73875,0.75844,0.79486,0.80988,0.83425,0.85148,0.87679,0.8937,0.91708,0.9195,0.93493,0.95072,0.95617,0.96329,0.97315,0.98452,0.99066,0.9887,0.99096,0.99456,0.99271,0.98683,0.97687,0.95818,0.94183,0.73788
Barley II,2004,1,0,8,8,10.2537,0.76374,0.077678,0.055818,0.068552,0.11333,0.14852,0.18787,0.23176,0.27475,0.32001,0.35325,0.37898,0.41467,0.45286,0.48942,0.51523,0.54067,0.5664,0.58798,0.61529,0.63292,0.66164,0.68025,0.69737,0.72835,0.74794,0.76279,0.77676,0.78441,0.80009,0.82086,0.82768,0.84028,0.85403,0.88361,0.9096,0.92387,0.93874,0.95568,0.96617,0.98013,0.9856,0.9956,0.99673,0.99068,0.98452,0.97261,0.95193,0.91834,0.81656,0.68389,0.50494
Barley II,2004,1,0,8,9,16.0617,1.0725,0.04804,0.048364,0.071479,0.11089,0.15955,0.22186,0.26926,0.31176,0.34276,0.3711,0.40418,0.43322,0.44813,0.47327,0.49591,0.52113,0.54526,0.57351,0.59479,0.61688,0.62845,0.6472,0.65669,0.68452,0.69852,0.7122,0.73945,0.75762,0.78348,0.80307,0.8193,0.83806,0.85752,0.87001,0.89107,0.90796,0.91041,0.92199,0.94189,0.94934,0.96294,0.97338,0.98144,0.98812,0.998,0.99584,0.98639,0.97563,0.94702,0.92613,0.70883
Barley II,2004,1,0,9,9,7.1027,0.53129,0.079831,0.070078,0.096599,0.12767,0.17031,0.21991,0.27346,0.3133,0.33093,0.36421,0.3966,0.43263,0.49595,0.51452,0.54717,0.56764,0.59562,0.61948,0.63871,0.65534,0.68198,0.7021,0.7181,0.73088,0.74536,0.75314,0.77115,0.80747,0.81282,0.81525,0.83329,0.84696,0.8647,0.88274,0.90481,0.90731,0.9226,0.93257,0.95654,0.9589,0.97291,0.98527,0.98326,0.98746,0.98301,0.97591,0.9638,0.94219,0.87535,0.75165,0.59952
Barley II,2004,4,0,1,8,11.1364,0.77836,0.051653,0.32149,0.42943,0.5227,0.60591,0.66457,0.71946,0.75514,0.78509,0.81621,0.8497,0.87564,0.90257,0.92296,0.92713,0.94782,0.96022,0.9573,0.9704,0.98083,0.98385,0.98172,0.98231,0.98358,0.9958,0.99301,0.99035,0.98996,0.99323,0.98495,0.99079,0.98029,0.9792,0.97413,0.97162,0.96263,0.95408,0.94746,0.94814,0.94436,0.94766,0.94048,0.92917,0.91114,0.91029,0.90701,0.88253,0.87167,0.85181,0.80644,0.68314
Barley II,2004,4,0,2,8,19.2873,0.8,0.014691,0.13572,0.19863,0.26963,0.31873,0.36462,0.41118,0.46317,0.504,0.53907,0.59151,0.63406,0.67576,0.72482,0.76775,0.7862,0.82437,0.84817,0.87032,0.89795,0.89905,0.92759,0.94154,0.95037,0.95099,0.95429,0.97579,0.98886,0.98371,0.98547,0.98729,0.99346,0.99529,0.99148,0.99019,0.99033,0.98061,0.98297,0.98341,0.97136,0.96754,0.97304,0.96664,0.95117,0.93856,0.93081,0.90355,0.88955,0.84849,0.80027,0.65781
Barley II,2004,4,0,3,8,23.2454,0.8962,0.023035,0.10153,0.16072,0.2479,0.31394,0.37407,0.4201,0.45104,0.4814,0.52198,0.57084,0.61623,0.66099,0.72865,0.7804,0.81176,0.83332,0.87159,0.89862,0.92228,0.9463,0.9516,0.96995,0.97457,0.98732,0.98607,0.98255,0.98182,0.98084,0.9799,0.98964,0.96896,0.96757,0.97205,0.9675,0.97112,0.9664,0.95864,0.95821,0.95237,0.92146,0.9173,0.91362,0.9105,0.89781,0.88363,0.87046,0.85603,0.84129,0.80203,0.69423
Barley II,2004,4,0,4,8,31.0918,1.0336,0.034866,0.091799,0.17136,0.23283,0.28785,0.33536,0.36328,0.40275,0.44371,0.46141,0.48613,0.51681,0.5667,0.57043,0.6047,0.65757,0.70896,0.74285,0.75819,0.79284,0.80789,0.83542,0.89273,0.90445,0.92709,0.94651,0.97635,0.97713,0.97583,0.97873,0.98121,0.98711,0.99292,0.98767,0.99074,0.98028,0.97658,0.98164,0.99232,0.98281,0.97709,0.97106,0.96647,0.9624,0.95581,0.92921,0.91725,0.89671,0.88201,0.85785,0.70015
Barley II,2004,4,0,5,8,36.4363,1.2219,0.013961,0.084525,0.12951,0.19056,0.2537,0.29498,0.30897,0.33911,0.36805,0.38393,0.41178,0.43523,0.4711,0.50498,0.53128,0.56081,0.59573,0.64846,0.68417,0.73125,0.76412,0.79149,0.80892,0.83532,0.85036,0.86573,0.90123,0.91893,0.92893,0.94829,0.9535,0.96742,0.97223,0.98018,0.98647,0.99226,0.9922,0.99276,0.99868,1.0013,0.99305,0.98669,0.99358,0.99742,0.98067,0.97717,0.9609,0.9483,0.93365,0.89988,0.70138
Barley II,2004,4,0,5,9,35.8456,1.2015,0.010698,0.062193,0.073173,0.13234,0.18704,0.22295,0.28221,0.31232,0.3287,0.35385,0.3821,0.41626,0.44391,0.45826,0.47695,0.50828,0.54592,0.6008,0.65148,0.69458,0.72822,0.75273,0.77225,0.81293,0.8291,0.84679,0.87195,0.90691,0.9186,0.92605,0.94176,0.94895,0.95938,0.96865,0.97986,0.98204,0.9847,0.99917,0.98454,0.98906,0.9895,0.99593,0.98758,1.0074,0.98463,0.99137,0.96826,0.94186,0.92572,0.91707,0.78092
Barley II,2004,4,0,6,8,35.6412,1.4408,0.020963,0.070309,0.10352,0.11924,0.14587,0.16942,0.19113,0.23085,0.2815,0.30515,0.3236,0.34169,0.36873,0.40232,0.42376,0.47466,0.49974,0.54672,0.58164,0.59769,0.63092,0.65936,0.68803,0.71334,0.74743,0.79673,0.82258,0.86649,0.87241,0.88087,0.9051,0.92118,0.94211,0.94595,0.95224,0.97191,0.96946,0.98086,0.98148,0.9843,0.99178,0.99648,0.99974,0.99236,0.99411,0.97903,0.9689,0.96577,0.93326,0.91103,0.70569
Barley II,2004,4,0,6,9,34.6845,1.4408,0.0079473,0.075894,0.10747,0.13523,0.16169,0.19036,0.21624,0.26443,0.29718,0.33614,0.34848,0.36186,0.3887,0.40648,0.45191,0.48841,0.52198,0.56133,0.59665,0.63436,0.66169,0.68653,0.71462,0.73782,0.76142,0.7831,0.81847,0.84802,0.88714,0.89472,0.91156,0.91396,0.94204,0.95008,0.95195,0.94723,0.96417,0.97465,0.97983,0.98642,0.9934,0.99901,0.99982,0.98971,0.98456,0.97991,0.95415,0.9448,0.91638,0.87894,0.79441
Barley II,2004,4,0,7,8,31.5514,1.485,0.027541,0.082253,0.14495,0.15922,0.19406,0.23696,0.27492,0.31725,0.35036,0.37035,0.40255,0.42642,0.44762,0.47543,0.4917,0.52202,0.55412,0.57922,0.60206,0.63754,0.64884,0.68027,0.69922,0.73757,0.76656,0.79902,0.82021,0.84536,0.84013,0.85568,0.88158,0.89863,0.91798,0.91891,0.93186,0.94194,0.95551,0.96125,0.97924,0.99296,0.99204,0.98885,0.98796,0.98492,0.98312,0.98816,0.97976,0.96681,0.9548,0.94023,0.71808
Barley II,2004,4,0,7,9,33.39,1.5415,0.026194,0.0518,0.087045,0.10631,0.12472,0.1562,0.18058,0.22261,0.26623,0.29933,0.3369,0.37653,0.41514,0.46092,0.46605,0.50841,0.54809,0.56491,0.60001,0.6311,0.65506,0.68939,0.71226,0.74557,0.78792,0.82186,0.83532,0.86606,0.8874,0.8971,0.9055,0.91706,0.93036,0.94299,0.94486,0.95289,0.96773,0.97081,0.9674,0.96606,0.97694,0.98106,0.98988,0.99477,0.99785,0.99753,0.99323,0.98643,0.96751,0.93908,0.79034
Barley II,2004,4,0,8,8,19.1499,1.1073,0.040353,0.059912,0.10664,0.15035,0.21102,0.26612,0.30942,0.33071,0.36004,0.39391,0.42131,0.44604,0.47244,0.49661,0.52579,0.54332,0.57338,0.59757,0.60707,0.61087,0.6299,0.64581,0.64993,0.66675,0.70239,0.73802,0.76892,0.7878,0.79071,0.80763,0.82601,0.84594,0.86708,0.88365,0.89972,0.91148,0.9228,0.92745,0.94168,0.96344,0.9683,0.98449,0.99157,0.99085,0.98967,0.98305,0.97066,0.97716,0.97253,0.89405,0.52776
Barley II,2004,4,0,8,9,29.104,1.4868,0.04221,0.069484,0.1237,0.18683,0.2307,0.26634,0.30382,0.34432,0.36781,0.3981,0.42025,0.45572,0.4791,0.50794,0.52265,0.54436,0.5752,0.5933,0.63647,0.65315,0.69501,0.71061,0.7366,0.75871,0.77101,0.79866,0.81631,0.83725,0.85714,0.86937,0.87091,0.88184,0.90456,0.92291,0.93127,0.95679,0.95788,0.96863,0.97721,0.98134,0.98219,0.99393,0.99678,0.99334,0.99542,0.98979,0.98294,0.97043,0.95766,0.92127,0.6963
Barley II,2004,4,0,9,9,15.5004,0.87865,0.046231,0.062083,0.11436,0.1762,0.24082,0.28689,0.33029,0.36022,0.38819,0.41573,0.44745,0.46899,0.49403,0.51947,0.54363,0.57746,0.60541,0.62604,0.64881,0.67329,0.69843,0.70503,0.72772,0.73816,0.76801,0.78964,0.81069,0.82834,0.8398,0.84601,0.88515,0.88699,0.90661,0.90684,0.93756,0.92876,0.94068,0.95625,0.95636,0.97564,0.97783,0.98724,0.99423,0.99125,0.99076,0.99147,0.9921,0.96858,0.9573,0.79914,0.59622
Barley III,2005,1,0,1,8,7.9299,0.84708,0.028633,0.28668,0.43046,0.47493,0.50568,0.56577,0.63217,0.67853,0.71848,0.75527,0.78867,0.81786,0.83846,0.86089,0.87646,0.89299,0.903,0.91152,0.91211,0.91802,0.92525,0.93481,0.95055,0.96644,0.97723,0.97958,0.98955,0.98916,0.98942,0.99253,0.99066,0.98235,0.98011,0.97336,0.9719,0.96263,0.95809,0.95188,0.9438,0.92787,0.91218,0.90585,0.89727,0.87732,0.85711,0.83586,0.81451,0.78797,0.76991,0.73337,0.67416
Barley III,2005,1,0,2,8,9.9162,0.66623,0.028218,0.090759,0.11861,0.15079,0.19172,0.23945,0.27778,0.31504,0.37673,0.41985,0.45998,0.50908,0.55925,0.5912,0.63226,0.66724,0.69658,0.72243,0.73608,0.76531,0.79012,0.82044,0.84729,0.88504,0.90717,0.94196,0.95615,0.96391,0.98333,0.98634,0.9881,0.98783,0.99177,0.99227,0.98748,0.98117,0.97767,0.95785,0.94513,0.94652,0.94749,0.93673,0.93403,0.91917,0.92398,0.91534,0.90393,0.89892,0.87499,0.8806,0.78102
Barley III,2005,1,0,3,8,11.9627,0.66418,0.050007,0.1015,0.13131,0.19233,0.24382,0.28428,0.3375,0.39492,0.43138,0.46564,0.49213,0.53322,0.56749,0.6181,0.64768,0.68121,0.71192,0.71841,0.75365,0.77447,0.76654,0.78879,0.84768,0.86215,0.88286,0.9148,0.92818,0.95668,0.9596,0.96049,0.97009,0.97921,0.97645,0.97601,0.98062,0.98119,0.97605,0.98617,0.9826,0.96978,0.94925,0.9573,0.95365,0.96257,0.94904,0.92985,0.93354,0.91181,0.9122,0.88886,0.82549
Barley III,2005,1,0,4,8,15.0454,0.74035,0.09289,0.10134,0.16411,0.2199,0.2561,0.2949,0.3502,0.40176,0.4603,0.48899,0.51766,0.54741,0.58068,0.61442,0.64964,0.70766,0.71294,0.73219,0.76781,0.81408,0.88356,0.91438,0.93439,0.95722,0.98049,0.96904,0.97307,0.97941,0.97828,0.97036,0.97652,0.97687,0.97916,0.98042,0.97519,0.9578,0.94164,0.9641,0.94989,0.93901,0.92715,0.91613,0.90409,0.88953,0.88475,0.8788,0.87508,0.86755,0.84689,0.82785,0.43736
Barley III,2005,1,0,5,8,18.2064,0.87237,0.016592,0.10469,0.16868,0.21322,0.24542,0.28929,0.34284,0.38437,0.41615,0.43353,0.46892,0.49384,0.52303,0.54924,0.56708,0.58368,0.59532,0.62341,0.6498,0.67355,0.7128,0.75115,0.78586,0.807,0.80689,0.81486,0.84468,0.87653,0.87948,0.87802,0.8896,0.90588,0.91332,0.93034,0.94565,0.96813,0.96955,0.97837,0.98798,0.99167,0.99446,0.98903,0.9944,0.99663,0.99707,1.0014,0.99736,0.99677,0.96791,0.91098,0.54414
Barley III,2005,1,0,5,9,18.2008,0.93713,0.049818,0.087867,0.09346,0.1008,0.12301,0.20776,0.28884,0.33215,0.3557,0.37533,0.38667,0.41263,0.44151,0.44589,0.46559,0.49654,0.51137,0.51756,0.56079,0.58088,0.61592,0.66801,0.70938,0.73601,0.77152,0.79976,0.8217,0.83823,0.85235,0.88491,0.90559,0.92795,0.9493,0.95749,0.9316,0.9561,0.93827,0.96987,0.96583,0.97609,0.97455,0.96152,0.97261,0.98095,1.0139,1.0196,1.0046,1.0044,1.0023,1.0045,0.51639
Barley III,2005,1,0,6,8,20.9445,1.3365,0.035843,0.071096,0.11845,0.16442,0.20787,0.2356,0.25932,0.2848,0.30728,0.33662,0.3631,0.38806,0.41748,0.43586,0.45878,0.48441,0.50752,0.54694,0.5872,0.65567,0.7077,0.74353,0.76977,0.79199,0.80812,0.81887,0.83146,0.85313,0.87364,0.88942,0.90225,0.9008,0.92423,0.9348,0.95065,0.95999,0.97169,0.97267,0.98534,0.98827,0.99245,0.99697,1.0006,1.0078,1.0019,0.99405,0.97603,0.96989,0.94976,0.85014,0.50865
Barley III,2005,1,0,6,9,19.8919,1.1462,0.031266,0.064514,0.13467,0.17707,0.20736,0.23926,0.26191,0.28858,0.3186,0.34352,0.36427,0.38161,0.40593,0.42952,0.45194,0.47842,0.51143,0.55408,0.60475,0.62894,0.65883,0.71003,0.74171,0.77874,0.79959,0.82043,0.84308,0.85278,0.87309,0.88481,0.897,0.91385,0.92344,0.93819,0.95097,0.95972,0.96556,0.96653,0.97864,0.98518,0.99933,1.0027,1.0025,0.99831,0.99247,0.99071,0.98175,0.97478,0.9505,0.90528,0.48176
Barley III,2005,1,0,7,8,22.5435,1.4035,0.015118,0.066895,0.10393,0.15317,0.18991,0.2178,0.23564,0.2564,0.28123,0.30019,0.32707,0.35308,0.37124,0.38891,0.41037,0.4352,0.46048,0.4844,0.50609,0.52469,0.57055,0.61654,0.62853,0.65215,0.69033,0.72197,0.75644,0.78971,0.82313,0.8546,0.8785,0.8934,0.91492,0.93087,0.94098,0.94862,0.95699,0.96551,0.97353,0.97468,0.99064,0.99886,1.0013,1.0019,0.99674,0.99127,0.98983,0.98284,0.95371,0.90396,0.48102
Barley III,2005,1,0,7,9,21.1218,1.4189,0.062873,0.052895,0.085909,0.1234,0.17903,0.21836,0.24331,0.26231,0.27989,0.30679,0.32835,0.3466,0.36544,0.38289,0.40261,0.42615,0.45127,0.47177,0.5028,0.53808,0.58293,0.62157,0.64844,0.67607,0.71614,0.74153,0.76053,0.77848,0.81098,0.83865,0.87103,0.88782,0.90151,0.91437,0.92831,0.94888,0.94666,0.96131,0.97822,0.98348,0.98989,0.99868,1.003,0.99835,0.99408,0.98964,0.99866,0.9778,0.96024,0.88085,0.51062
Barley III,2005,1,0,8,8,14.541,0.97222,0.062473,0.053631,0.076021,0.12936,0.1813,0.23123,0.26536,0.29552,0.31324,0.32937,0.347,0.36023,0.3802,0.39436,0.41543,0.43853,0.45728,0.47537,0.50091,0.52269,0.53444,0.55078,0.57269,0.59357,0.62105,0.64227,0.65209,0.67991,0.68227,0.68247,0.67828,0.67472,0.71428,0.75773,0.79875,0.82792,0.85521,0.86708,0.88627,0.89544,0.91713,0.92783,0.9605,0.96673,0.99766,1.0048,0.99175,0.96454,0.86031,0.61623,0.46061
Barley III,2005,1,0,8,9,21.2974,1.3284,0.083308,0.048972,0.08319,0.13754,0.1816,0.20859,0.23204,0.25863,0.28706,0.30847,0.33415,0.3561,0.38032,0.39941,0.42934,0.44938,0.4743,0.50123,0.52868,0.54939,0.56795,0.56259,0.57181,0.59528,0.62088,0.65699,0.68364,0.7228,0.75403,0.77358,0.80396,0.83659,0.85711,0.86383,0.8853,0.89791,0.91993,0.94232,0.95046,0.95788,0.96955,0.97873,0.98483,0.99187,0.99351,0.99545,0.99206,0.97533,0.93291,0.87958,0.59317
Barley III,2005,1,0,9,9,11.3007,0.79539,0.028704,0.055378,0.066246,0.096991,0.14905,0.20049,0.24,0.2683,0.30923,0.33531,0.35553,0.38097,0.40155,0.41512,0.44129,0.45391,0.46672,0.49614,0.51687,0.53579,0.55555,0.56452,0.58706,0.59709,0.61457,0.63779,0.65941,0.68307,0.70229,0.72885,0.74849,0.76313,0.77809,0.7868,0.80051,0.81878,0.82272,0.83579,0.85111,0.87438,0.89664,0.91689,0.94489,0.96151,0.97529,0.998,0.99103,1.0032,0.94122,0.92318,0.49386
Maize,2004,3,0,1,18,3.59,1.3616,0,0.035454,0.1254,0.2281,0.32478,0.39697,0.47781,0.5937,0.66605,0.75009,0.80087,0.83053,0.85903,0.85921,0.87434,0.91336,0.91336,0.9293,0.99342,1,0.98007,0.95668,0.95668,0.98328,0.98562,0.95668,0.95668,0.95668,0.92601,0.91336,0.8735,0.82671,0.82342,0.76468,0.74007,0.74007,0.74007,0.70619,0.68373,0.64901,0.61791,0.61011,0.56725,0.52108,0.48988,0.47653,0.47653,0.47653,0.45799,0.43321,0.43321
Maize,2004,3,0,2,18,7.52,1.3025,0.090909,0.19406,0.30327,0.39958,0.45455,0.53394,0.54594,0.63636,0.72727,0.72727,0.72727,0.72727,0.912,1,1,0.92939,1,1,0.97964,0.90909,0.90909,0.90909,0.90909,0.90909,0.90909,0.87879,0.84206,0.87879,0.87879,0.87879,0.90909,0.90909,0.9177,0.92424,0.92424,0.92424,0.87879,0.87879,0.87879,0.87879,0.82939,0.82576,0.76515,0.76515,0.73485,0.73485,0.65909,0.64394,0.62503,0.55303,0.54545
Maize,2004,3,0,3,18,12.41,1.7069,0,0.1439,0.21937,0.25786,0.27799,0.37006,0.45283,0.46541,0.51472,0.53459,0.53459,0.61006,0.61006,0.54712,0.61006,0.63208,0.68553,0.72956,0.72956,0.76101,0.80176,0.83648,0.83648,0.86164,0.87547,0.93082,0.93082,0.93082,0.98742,1,1,1,1,1,1,0.98742,1,1,1,1,1,0.93082,0.86164,0.81761,0.81761,0.76415,0.72956,0.66712,0.61006,0.55361,0.53459
Maize,2004,3,0,4,18,14.93,1.7069,0,0.12527,0.1716,0.26783,0.29799,0.36095,0.43195,0.48279,0.50296,0.5663,0.62722,0.65089,0.65089,0.66272,0.70996,0.71598,0.72189,0.76421,0.7929,0.7929,0.86391,0.86391,0.86391,0.91271,0.93491,0.92308,0.93491,0.93491,0.93491,0.99408,0.99408,0.92899,1,1,1,1,0.93325,0.94533,0.92899,0.92899,0.92899,0.86391,0.7929,0.7929,0.72189,0.72189,0.65089,0.63273,0.57396,0.57396,0.57396
Maize,2004,3,0,5,18,23.5,3.2219,0,0.12502,0.19749,0.26646,0.39361,0.43009,0.48903,0.52715,0.59842,0.63009,0.66144,0.69592,0.73041,0.73041,0.76176,0.79624,0.83386,0.83386,0.86207,0.90909,0.90909,0.95298,0.95298,0.94859,0.95298,0.94671,0.95298,0.95298,0.95298,1,0.95298,0.98433,0.98433,0.94671,0.91787,0.90909,0.95298,0.89442,0.87147,0.87147,0.81818,0.86207,0.77913,0.75862,0.74871,0.70376,0.68339,0.68025,0.66144,0.66144,0.63009
Maize,2004,3,0,6,18,29.73,3.6562,0,0.088398,0.1827,0.26519,0.30919,0.36271,0.43094,0.46893,0.52486,0.56906,0.62762,0.62983,0.66579,0.70881,0.75967,0.76671,0.8356,0.8674,0.90608,0.90608,0.95254,0.9337,0.96685,1,0.99171,0.99171,1,0.96685,0.96685,0.96241,0.96685,1,0.97989,0.99728,0.99171,0.99171,1,0.96685,0.96685,0.9337,0.9337,0.9337,0.9337,0.96685,0.95611,0.90608,0.90055,0.8674,0.8674,0.80996,0.72928
Maize,2004,3,0,7,18,40.025,5.4353,0.0097604,0.0628,0.11979,0.18044,0.23355,0.26893,0.31056,0.36134,0.41937,0.46051,0.47294,0.52085,0.57508,0.59955,0.61421,0.64685,0.66815,0.68678,0.69654,0.70541,0.73232,0.76381,0.77817,0.79858,0.81899,0.83851,0.83937,0.84827,0.8619,0.8882,0.90957,0.91125,0.9299,0.92192,0.94568,0.95386,0.9783,0.99024,0.97072,0.95031,0.96185,0.9512,0.96185,0.93256,0.91127,0.90062,0.90374,0.88553,0.84117,0.85064,0.83141
Maize,2004,3,0,10,18,57.57,10.0141,0.0060362,0.077465,0.10563,0.15039,0.19215,0.23139,0.27767,0.30382,0.35714,0.41147,0.4497,0.50101,0.52817,0.56841,0.59457,0.64789,0.7002,0.73036,0.7666,0.79276,0.81891,0.83943,0.87223,0.88003,0.91046,0.92455,0.9466,0.93561,0.95171,0.96177,0.95131,0.95187,0.96177,0.97384,0.98006,1,0.98692,0.96479,0.95171,0.93863,0.93863,0.89839,0.89839,0.91979,0.89839,0.85915,0.85915,0.85915,0.80885,0.79276,0.78169
Maize,2004,3,0,11,18,64,10.5339,0,0.053895,0.10637,0.15365,0.2211,0.26733,0.31563,0.37254,0.41463,0.45948,0.49262,0.53186,0.57725,0.63027,0.68742,0.72948,0.76796,0.81931,0.84578,0.8851,0.90866,0.91528,0.93263,0.95215,0.9323,0.95972,0.96539,0.97591,0.98525,0.99896,0.99281,0.979,0.97296,0.98005,0.98099,0.95736,0.92881,0.94008,0.92701,0.93655,0.94033,0.92946,0.91717,0.92426,0.94081,0.94317,0.91811,0.91991,0.93561,0.89328,0.84673
Maize,2004,3,0,12,18,64.075,11.4831,0,0.059083,0.1014,0.16787,0.23159,0.28453,0.34347,0.39148,0.43474,0.4775,0.52822,0.57427,0.61106,0.63624,0.66578,0.70503,0.7352,0.75441,0.79056,0.8157,0.84365,0.87594,0.88404,0.88845,0.89594,0.90212,0.90212,0.89683,0.90415,0.90805,0.92945,0.944,0.94839,0.96398,0.98192,0.99183,0.99427,0.99118,0.98583,0.98104,0.9618,0.96958,0.94577,0.93519,0.93519,0.93438,0.92989,0.90697,0.90697,0.8545,0.80864
Maize,2004,3,0,13,18,60.205,12.0441,0,0.053686,0.097485,0.14184,0.18033,0.23119,0.2861,0.35979,0.40393,0.43956,0.47595,0.51667,0.55644,0.58154,0.61119,0.63789,0.66756,0.70973,0.73867,0.77861,0.80658,0.83538,0.8566,0.86846,0.88124,0.90322,0.92399,0.93628,0.95832,0.98121,0.99265,0.99265,0.98163,0.97061,0.95548,0.95451,0.95959,0.97782,0.98545,0.98482,0.98926,0.99689,0.99392,0.98545,0.98714,0.98163,0.96934,0.94561,0.93077,0.91509,0.85829
Maize,2004,3,0,14,18,57.26,11.9889,0,0.046527,0.076795,0.12378,0.162,0.22112,0.26152,0.29888,0.33292,0.3739,0.42175,0.45678,0.48867,0.51598,0.55294,0.58157,0.61876,0.65172,0.69092,0.73101,0.76546,0.7965,0.82235,0.8489,0.8716,0.89954,0.91449,0.93275,0.94396,0.95849,0.95685,0.96694,0.97717,0.99473,0.9946,0.9946,0.9946,0.99092,0.99353,0.97758,0.956,0.94487,0.93815,0.9203,0.9143,0.90814,0.88252,0.86467,0.85173,0.83915,0.79618
Maize,2004,3,0,15,18,50.665,11.5091,0.0053548,0.050522,0.090585,0.12807,0.15848,0.20365,0.23709,0.29005,0.32218,0.36163,0.39804,0.4373,0.47139,0.51093,0.55377,0.59438,0.61898,0.6506,0.6863,0.71912,0.7468,0.77022,0.79274,0.82608,0.85051,0.87673,0.90852,0.93406,0.95398,0.96876,0.98037,0.99197,0.99187,0.99241,0.99666,0.99866,0.99911,0.99136,0.99018,0.99738,0.99286,0.98572,0.95841,0.93128,0.92747,0.917,0.89692,0.86894,0.84784,0.81749,0.77644
Maize,2004,3,0,16,18,45.405,9.398,0,0.048259,0.082751,0.12221,0.15515,0.21655,0.27623,0.32456,0.37547,0.43095,0.47596,0.52172,0.56974,0.61422,0.64696,0.68404,0.72131,0.7502,0.78231,0.81209,0.83718,0.86705,0.90167,0.92659,0.94594,0.95755,0.97313,0.98549,0.98549,0.98549,0.99301,0.9957,0.99344,1,0.99301,0.99301,0.98603,0.97152,0.96292,0.95486,0.95486,0.94734,0.94734,0.93391,0.91994,0.90328,0.89629,0.88178,0.84632,0.78345,0.73509
Maize,2004,3,0,17,18,38.59,7.6255,0.0046358,0.074834,0.10571,0.14571,0.19825,0.23841,0.29513,0.33826,0.38077,0.41921,0.4697,0.50968,0.5543,0.58146,0.61395,0.65033,0.69052,0.72119,0.74768,0.76796,0.80066,0.83389,0.85232,0.86954,0.88079,0.9,0.91203,0.92715,0.94238,0.95232,0.94768,0.95297,0.96556,0.96556,0.97417,0.98278,0.99139,1,1,0.99694,0.99139,0.99139,0.97521,0.96775,0.94768,0.90397,0.86954,0.85232,0.82583,0.76291,0.65695
Maize,2004,3,0,18,18,24.775,4.8077,0.014846,0.12259,0.19512,0.23966,0.29374,0.32662,0.39236,0.42576,0.46023,0.50558,0.53552,0.56734,0.61004,0.63839,0.65854,0.68505,0.69883,0.72641,0.75398,0.76776,0.79427,0.81972,0.84093,0.86957,0.88759,0.91516,0.91869,0.94671,0.96925,0.9827,0.96925,0.97243,0.98621,0.98621,0.99967,1,1,1,0.9968,0.97349,0.9597,0.97349,0.9597,0.97349,0.94885,0.91622,0.88827,0.83642,0.76728,0.67338,0.58643
Maize,2004,3,0,1,19,4.61,1.3884,0.18909,0.13265,0.21527,0.30372,0.39014,0.44611,0.52753,0.65127,0.73745,0.73078,0.76975,0.83308,0.90035,0.95273,0.95273,0.95273,0.99187,1,1,1,1,1,1,1,1,1,0.98289,0.94909,0.94909,0.94909,0.90938,0.88924,0.85455,0.83497,0.80727,0.80727,0.80727,0.75801,0.70909,0.68457,0.66545,0.65231,0.61818,0.61818,0.61818,0.58462,0.57091,0.55232,0.52595,0.47329,0.43273
Maize,2004,3,0,2,19,8.42,1.2265,0.11432,0.17712,0.32067,0.43611,0.47537,0.59277,0.61394,0.70184,0.72826,0.81514,0.84258,0.88915,0.88915,0.97536,0.95873,0.9823,0.9823,0.9823,0.9823,0.99924,0.99924,0.9823,0.94843,0.97807,0.97807,0.97807,0.97807,0.94843,0.94843,0.93996,0.93996,0.94843,0.94843,0.94843,0.94843,0.94843,0.92302,0.86459,0.88492,0.8629,0.85105,0.80278,0.82564,0.76636,0.75725,0.76213,0.71556,0.69821,0.68168,0.64978,0.6097
